trialCode,trialAcronym,trialTitle,trialUrl,trialPhase,trialStatus,trialCompletionDate
NCT00331422,,"Carboplatin, Paclitaxel, and Surgery in Treating Patients With Advanced Ovarian Epithelial, Fallopian Tube, or Primary Peritoneal Cavity Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00331422,Phase 2,Terminated,3/1/2009
NCT00332930,,ITV Extension Study,https://www.clinicaltrials.gov/ct2/show/NCT00332930,Phase 1|Phase 2,Completed,9/1/2003
NCT00334620,,Effectiveness of Radon Spa Therapy in Multimodal Rehabilitative Treatment of Rheumatoid Arthritis,https://www.clinicaltrials.gov/ct2/show/NCT00334620,Phase 4,Completed,5/1/2005
NCT00334958,,Rufinamide Given as Adjunctive Therapy in Participants With Refractory Partial Seizures,https://www.clinicaltrials.gov/ct2/show/NCT00334958,Phase 3,Completed,5/20/2009
NCT00335699,,Korean Rosuvastatin Effectiveness Study in Nondiabetic Metabolic Syndrome,https://www.clinicaltrials.gov/ct2/show/NCT00335699,Phase 4,Completed,1/1/2007
NCT00337337,,Multiple Grain in Type 2 Diabetes,https://www.clinicaltrials.gov/ct2/show/NCT00337337,Phase 4,Unknown status,2/1/2007
NCT00346775,,Validation Of Preference Module Of Experience With Allergic Rhinitis Nasal Sprays Questionnaire (EARNS-Q),https://www.clinicaltrials.gov/ct2/show/NCT00346775,Phase 3,Completed,6/29/2006
NCT00347724,,A Study Comparing the Effectiveness and Safety of Extended-release Tramadol Versus Placebo in the Treatment of Chronic Low Back Pain,https://www.clinicaltrials.gov/ct2/show/NCT00347724,Phase 3,Completed,11/1/2001
NCT00348400,,Brimonidine Purite 0.15% Versus Dorzolamide 2% Used as Adjunctive Therapy to Latanoprost,https://www.clinicaltrials.gov/ct2/show/NCT00348400,Phase 4,Completed,
NCT00351273,,Combination Antibiotic Treatment for Reactive Arthritis Caused by Chlamydia Bacteria,https://www.clinicaltrials.gov/ct2/show/NCT00351273,Phase 3,Completed,9/1/2008
NCT00352469,,Trial of Seroquel SR for Alcohol Dependence and Comorbid Anxiety,https://www.clinicaltrials.gov/ct2/show/NCT00352469,Phase 4,Completed,11/1/2008
NCT00352651,,Study to Find Out if Therapy With the Drug Pregabalin Relieves Pain During Shingles Compared With Placebo,https://www.clinicaltrials.gov/ct2/show/NCT00352651,Phase 2,Terminated,12/1/2006
NCT00358527,,Mometasone Furoate on Sleep Disturbances in Subjects With Seasonal Allergic Rhinitis (Study P04608) (COMPLETED),https://www.clinicaltrials.gov/ct2/show/NCT00358527,Phase 4,Completed,11/1/2006
NCT00358761,,Investigation of Southern Tick-Associated Rash Illness (STARI),https://www.clinicaltrials.gov/ct2/show/NCT00358761,,Terminated,12/11/2012
NCT00359073,,Effect of Montelukast on Experimentally-Induced RV16 Infection in Asthma,https://www.clinicaltrials.gov/ct2/show/NCT00359073,Not Applicable,Completed,1/1/2009
NCT00363337,,A Preliminary Study of the Effectiveness and Tolerability of Aripiprazole in Bipolar Depression,https://www.clinicaltrials.gov/ct2/show/NCT00363337,Phase 4,Completed,3/1/2009
NCT00363636,,A Study of Galiximab + Rituximab Versus Rituximab + Placebo in Follicular Non-Hodgkin's Lymphoma (NHL),https://www.clinicaltrials.gov/ct2/show/NCT00363636,Phase 3,Terminated,4/1/2010
NCT00365456,PEAK,Sequential Treatment of Postmenopausal Women With Primary Osteoporosis (FP-001-IM),https://www.clinicaltrials.gov/ct2/show/NCT00365456,Phase 3,Completed,8/1/2011
NCT00367588,,Low Bacterial Diet in Patients With Cytopenia,https://www.clinicaltrials.gov/ct2/show/NCT00367588,Not Applicable,Completed,6/1/2004
NCT00371969,,Reducing Unsafe Alcohol Use in HIV-Positive Individuals,https://www.clinicaltrials.gov/ct2/show/NCT00371969,Not Applicable,Completed,10/1/2011
NCT00373386,,Growth Hormone and Endothelial Function in Children,https://www.clinicaltrials.gov/ct2/show/NCT00373386,Phase 4,Completed,12/1/2007
NCT00377507,,Catechin Mouth-washing for Removal of Intraoral Bacteria,https://www.clinicaltrials.gov/ct2/show/NCT00377507,Not Applicable,Terminated,7/1/2013
NCT00381407,,Organizational Skills Training for Children With Attention Deficit Hyperactivity Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00381407,Not Applicable,Completed,2/1/2011
NCT00381589,,Treatment of Clozapine-Induced Hypersalivation Ipratropium Bromide,https://www.clinicaltrials.gov/ct2/show/NCT00381589,Not Applicable,Completed,
NCT00385515,,Efficacy of SNX-1012 in the Treatment of Oral Mucositis,https://www.clinicaltrials.gov/ct2/show/NCT00385515,Phase 2,Completed,7/1/2008
NCT00387881,,TREXIMET (Formerly Known as TREXIMA) for the Acute Treatment of Probable Migraine (ICHD-II 1.6.1),https://www.clinicaltrials.gov/ct2/show/NCT00387881,Phase 3,Completed,2/1/2008
NCT00389545,,Intracoronary Stem Cells in Large Myocardial Infarction,https://www.clinicaltrials.gov/ct2/show/NCT00389545,Phase 2,Unknown status,
NCT00393575,,C2P Mobilization Intervention (Pilot),https://www.clinicaltrials.gov/ct2/show/NCT00393575,Not Applicable,Completed,3/1/2010
NCT00394771,,A Study to Evaluate Bleeding Patterns With Three Different Doses of DR-1031 Compared to Seasonale,https://www.clinicaltrials.gov/ct2/show/NCT00394771,Phase 2,Completed,3/1/2008
NCT00396019,,Study of PEG-Intron for Plexiform Neurofibromas,https://www.clinicaltrials.gov/ct2/show/NCT00396019,Phase 2,Completed,4/1/2014
NCT00396266,,AMD3100 (Plerixafor) Given to NHL and MM Patients to Increase the Number of PBSCs When Given a Mobilizing Regimen of G-CSF,https://www.clinicaltrials.gov/ct2/show/NCT00396266,Phase 2,Completed,12/1/2007
NCT00396500,,Deworming and Vitamin A (DEVTA) Prepilot Study,https://www.clinicaltrials.gov/ct2/show/NCT00396500,Phase 3,Completed,12/1/1996
NCT00397137,,Stapled Anopexy Versus Closed Haemorrhoidectomy for Haemorrhoids,https://www.clinicaltrials.gov/ct2/show/NCT00397137,Not Applicable,Completed,12/1/2003
NCT00401128,,Gemcitabine and Irinotecan in Treating Patients With Metastatic Kidney Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00401128,Phase 2,Completed,2/1/2007
NCT00402714,,"A Trial of Extracorporeal Photopheresis, Pentostatin, and Total Body Irradiation in Patients Undergoing Reduced Intensity Allogeneic Stem Cell Transplantation for the Treatment of Malignancies",https://www.clinicaltrials.gov/ct2/show/NCT00402714,Phase 2,Completed,8/1/2009
NCT00407797,PREPS MEXICO,"Pregabalin In Partial Seizures (PREPS): An Open-Label, Multicenter Add On Therapy Trial",https://www.clinicaltrials.gov/ct2/show/NCT00407797,Phase 4,Terminated,8/1/2009
NCT00411190,,"Study To Determine The Effects Of Doses Of Relacatib On The Metabolism Of Acetaminophen, Ibuprofen And Atorvastatin",https://www.clinicaltrials.gov/ct2/show/NCT00411190,Phase 1,Completed,12/15/2006
NCT00414635,,"FOTO: Five Consecutive Days on Treatment With Efavirenz, Tenofovir, and Emtricitabine Followed by Two Days Off Treatment Versus Continuous Treatment",https://www.clinicaltrials.gov/ct2/show/NCT00414635,Phase 4,Completed,12/1/2009
NCT00417417,,Rilonacept to Improve Artery Function in Patients With Atherosclerosis,https://www.clinicaltrials.gov/ct2/show/NCT00417417,Phase 2,Completed,4/1/2008
NCT00423189,,Lucentis Utilizing Visudyne (LUV Trial) Combination Therapy in the Treatment of Age-Related Macular Degeneration,https://www.clinicaltrials.gov/ct2/show/NCT00423189,Phase 4,Terminated,1/1/2009
NCT00424463,,Expanded Controlled Study of Safety and Efficacy of MCI-186 in Patients With Amyotrophic Lateral Sclerosis (ALS),https://www.clinicaltrials.gov/ct2/show/NCT00424463,Phase 3,Completed,5/1/2009
NCT00428857,POPVNI,Noninvasive Ventilatory Support After Lung Surgery in COPD Patients,https://www.clinicaltrials.gov/ct2/show/NCT00428857,Not Applicable,Completed,10/1/2010
NCT00429117,,Interest in Spirituality and Oncology: Is It An International Phenomenon?,https://www.clinicaltrials.gov/ct2/show/NCT00429117,,Withdrawn,11/1/2011
NCT00431522,,Valproic Acid Sodium Salt in Bipolar Disorder,https://www.clinicaltrials.gov/ct2/show/NCT00431522,Phase 4,Completed,10/1/2006
NCT00433459,,Combination Chemotherapy in Treating Young Patients With Hodgkin's Lymphoma,https://www.clinicaltrials.gov/ct2/show/NCT00433459,Phase 3,Completed,1/1/2013
NCT00436085,SWISSIT,Randomized Controlled Trial of Stress Management Training in HIV,https://www.clinicaltrials.gov/ct2/show/NCT00436085,Phase 3,Completed,12/1/2005
NCT00436384,,Cell Mediated Immunity and the Prediction of CMV Infection In Solid Organ Transplant Recipients,https://www.clinicaltrials.gov/ct2/show/NCT00436384,,Completed,3/1/2008
NCT00439049,,Substance Abuse Pre-Treatment Screening Study,https://www.clinicaltrials.gov/ct2/show/NCT00439049,,Recruiting,6/1/2024
NCT00445497,,Early Hospital Discharge or Standard Inpatient Care in Cancer Patients Receiving Antibiotics for Febrile Neutropenia,https://www.clinicaltrials.gov/ct2/show/NCT00445497,Phase 3,Unknown status,
NCT00445601,,"S0337, Gemcitabine After Surgery in Treating Patients With Newly Diagnosed or Recurrent Bladder Cancer",https://www.clinicaltrials.gov/ct2/show/NCT00445601,Phase 3,Completed,6/1/2017
NCT00449059,,Nitrate and Hypertension in Heart Transplanted Patients,https://www.clinicaltrials.gov/ct2/show/NCT00449059,Phase 4,Completed,12/1/2004
NCT00449072,,"Study of Triamcinolone Acetonide on the Growth Velocity of Children, Ages 3 to 9, With Perennial Allergic Rhinitis (PAR)",https://www.clinicaltrials.gov/ct2/show/NCT00449072,Phase 4,Completed,10/1/2011
NCT00449748,,Everolimus (RAD001) as Therapy for Patients With Systemic Mastocytosis,https://www.clinicaltrials.gov/ct2/show/NCT00449748,Phase 2,Completed,10/1/2009
NCT00449995,,Confocal Laserscanning Microscopy for Detection of Barretts Esophagus,https://www.clinicaltrials.gov/ct2/show/NCT00449995,Not Applicable,Completed,11/1/2008
NCT00451373,,Acute Renal Failure in the Surgical Intense Care Units - NTUH-SICU-ARF (NSARF) Study,https://www.clinicaltrials.gov/ct2/show/NCT00451373,Not Applicable,Unknown status,12/1/2012
NCT00453973,,Extension Study to Evaluate Safety and Tolerability of Peginesatide for Long-Term Treatment of Anemia in Participants With CKD (EU),https://www.clinicaltrials.gov/ct2/show/NCT00453973,Phase 2,Terminated,9/1/2009
NCT00455260,,"A Multi-Dose Study to Assess Tolerability, Safety and Pharmacology of hGH-ViaDerm™ System in Adults With GH-Deficiency",https://www.clinicaltrials.gov/ct2/show/NCT00455260,Phase 1,Completed,
NCT00456287,,Platelet Activation and Circadian Rhythms of Clotting-Fibrinolysis Factors in Patients With Sleep Apnea Syndrome,https://www.clinicaltrials.gov/ct2/show/NCT00456287,Not Applicable,Unknown status,
NCT00456664,,CMV Disease and IRIS in HIV-1 Infected Persons,https://www.clinicaltrials.gov/ct2/show/NCT00456664,,Completed,7/1/2008
NCT00460811,,"Randomized, Double-blind, Dose-range-finding, Phase 2 Study of Linaclotide Administered to Patients With Irritable Bowel Syndrome With Constipation (IBS-C)",https://www.clinicaltrials.gov/ct2/show/NCT00460811,Phase 2,Completed,4/1/2008
NCT00462319,ARTIST,ARTIST: ARThrose Intervention STandardisée,https://www.clinicaltrials.gov/ct2/show/NCT00462319,Phase 4,Completed,
NCT00462410,,Effect of Advertisements on Treatment Compliance in Women With Breast Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00462410,Not Applicable,Completed,
NCT00466245,,"Phase 2 Study of Safety, Tolerability, and Immunogenicity of Three Dose Levels of ACAM3000 Smallpox Vaccine",https://www.clinicaltrials.gov/ct2/show/NCT00466245,Phase 2,Completed,6/1/2006
NCT00479830,,Health and Cancer Issues in the South Asian Community,https://www.clinicaltrials.gov/ct2/show/NCT00479830,,Completed,8/1/2015
NCT00484510,,High Dose Ascorbic Acid Treatment of CMT1A,https://www.clinicaltrials.gov/ct2/show/NCT00484510,Phase 2|Phase 3,Completed,12/1/2012
NCT00491621,CMM,Evaluation of Diagnostic Value of Molecular Markers in Renal Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00491621,Not Applicable,Terminated,9/1/2014
NCT00492323,,An Effectiveness and Safety Study With RWJ-333369 (Carisbamate) for the Study of Postherpetic Neuralgia (PHN).,https://www.clinicaltrials.gov/ct2/show/NCT00492323,Phase 2,Completed,6/1/2008
NCT00492557,,Study Evaluating Safety and Immunogenicity of 13-Valent Pneumococcal Conjugate Vaccine With Influenza Vaccine in Adults,https://www.clinicaltrials.gov/ct2/show/NCT00492557,Phase 3,Completed,2/1/2008
NCT00494078,,Efficiency of Continuous Glucose Monitoring in Critically Ill Patients,https://www.clinicaltrials.gov/ct2/show/NCT00494078,Not Applicable,Completed,8/1/2008
NCT00499109,,Phase III of RRM1 & ERCC1 Directed Customized Chemotherapy for the Treatment of Patients With NSCLC,https://www.clinicaltrials.gov/ct2/show/NCT00499109,Phase 3,Completed,11/1/2013
NCT00505362,,Pain Study of Rectus Muscle Closure at Cesarean Delivery,https://www.clinicaltrials.gov/ct2/show/NCT00505362,Not Applicable,Completed,10/1/2017
NCT00505973,,Study Evaluating the Safety and Tolerability of SCA-136 in Healthy Japanese Male Subjects,https://www.clinicaltrials.gov/ct2/show/NCT00505973,Phase 1,Completed,10/1/2007
NCT00512031,,Characterizing PAI-1 Modulation on Monocyte Adhesion,https://www.clinicaltrials.gov/ct2/show/NCT00512031,,Terminated,7/1/2011
NCT00512707,TED,Effect of Testosterone in Men With Erectile Dysfunction,https://www.clinicaltrials.gov/ct2/show/NCT00512707,Phase 4,Completed,5/1/2010
NCT00513994,,MQX-503 vs Nitroglycerin Ointment: A Pharmacokinetic Comparison in Normal Subjects,https://www.clinicaltrials.gov/ct2/show/NCT00513994,Phase 1,Completed,10/1/2007
NCT00514826,,Study to Investigate Sleep Apnea Patients at Altitude,https://www.clinicaltrials.gov/ct2/show/NCT00514826,Not Applicable,Completed,10/1/2007
NCT00519129,,Improving Quality of Colonoscopy Using a 3D-imager,https://www.clinicaltrials.gov/ct2/show/NCT00519129,Phase 3,Completed,8/1/2010
NCT00522834,,Elesclomol (STA-4783) With Paclitaxel Versus Paclitaxel Alone in Melanoma,https://www.clinicaltrials.gov/ct2/show/NCT00522834,Phase 3,Terminated,6/1/2009
NCT00525629,,The Metabolic Effects of Short-term Walnut Consumption in Subjects With the Metabolic Syndrome,https://www.clinicaltrials.gov/ct2/show/NCT00525629,Not Applicable,Completed,12/1/2008
NCT00526162,,ConsultaTM CRT-D Clinical Evaluation Study,https://www.clinicaltrials.gov/ct2/show/NCT00526162,Not Applicable,Completed,10/1/2008
NCT00527267,,Safety and Efficacy Study of AMG 073 in Hemodialysis Subjects,https://www.clinicaltrials.gov/ct2/show/NCT00527267,Phase 3,Completed,4/1/2003
NCT00528593,,Epoetin Alfa for HIV-Associated Neuropathy Trial,https://www.clinicaltrials.gov/ct2/show/NCT00528593,Phase 2,Withdrawn,10/1/2009
NCT00528905,HALO,Proof of Concept Study of Cognitive Improvement in Patients With Schizophrenia,https://www.clinicaltrials.gov/ct2/show/NCT00528905,Phase 2,Completed,11/1/2008
NCT00531401,,Study of Salirasib to Treat Non-Small Cell Lung Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00531401,Phase 2,Completed,11/1/2009
NCT00532883,,Hydroxyurea and Magnesium Pidolate to Treat People With Hemoglobin Sickle Cell Disease,https://www.clinicaltrials.gov/ct2/show/NCT00532883,Phase 2,Terminated,8/1/2009
NCT00535236,,A Study of an Investigational V212/Heat-Treated Varicella-Zoster Virus (VZV) Vaccine in Immunocompromised Adults (V212-002),https://www.clinicaltrials.gov/ct2/show/NCT00535236,Phase 1,Completed,1/26/2010
NCT00536250,,Study to Investigate the Pathophysiology of Type 2 Diabetes in Youth,https://www.clinicaltrials.gov/ct2/show/NCT00536250,,Completed,3/1/2017
NCT00536354,,Postural Orientation In The Use Of School Backpacks,https://www.clinicaltrials.gov/ct2/show/NCT00536354,Early Phase 1,Completed,12/1/2005
NCT00539461,,Non-interventional Observational Study of Pramipexole in Restless Legs Syndrome: Impact on Quality of Life,https://www.clinicaltrials.gov/ct2/show/NCT00539461,,Completed,
NCT00539604,,Non Invasive Multicenter Italian Study for Coronary Artery Disease,https://www.clinicaltrials.gov/ct2/show/NCT00539604,Phase 4,Completed,6/1/2006
NCT00540462,T2DM,Prospective Randomized Trials of Gastric Bypass Surgery in Patients With Type II Diabetes Mellitus,https://www.clinicaltrials.gov/ct2/show/NCT00540462,Phase 4,Unknown status,12/1/2008
NCT00543725,,TMC278-TiDP6-C215: A Clinical Trial in Treatment Naive HIV-subjects Patients Comparing TMC278 to Efavirenz in Combination With 2 Nucleoside/Nucleotide Reverse Transcriptase Inhibitors,https://www.clinicaltrials.gov/ct2/show/NCT00543725,Phase 3,Completed,2/1/2012
NCT00546403,,Modafinil Augmentation Therapy for Excessive Daytime Sleepiness and Negative Symptoms in Patients With Schizophrenia,https://www.clinicaltrials.gov/ct2/show/NCT00546403,Not Applicable,Completed,2/1/2008
NCT00547066,,Study of Veltuzumab (hA20) at Different Doses in Patients With ITP,https://www.clinicaltrials.gov/ct2/show/NCT00547066,Phase 1|Phase 2,Terminated,11/1/2011
NCT00548210,,Effectivity of Dermatix in Promoting Scar Maturation,https://www.clinicaltrials.gov/ct2/show/NCT00548210,,Unknown status,
NCT00550433,,Study Evaluating Bazedoxifene/CE in Postmenopausal Women,https://www.clinicaltrials.gov/ct2/show/NCT00550433,Phase 1,Completed,11/1/2007
NCT00557037,,A Phase II Trial of Phenoxodiol in Patients With Castrate and Non-Castrate Prostate Cancer,https://www.clinicaltrials.gov/ct2/show/NCT00557037,Phase 2,Completed,11/1/2009
NCT00559078,CAH,Qualitative Research on Women With Congenital Adrenal Hyperplasia,https://www.clinicaltrials.gov/ct2/show/NCT00559078,,Completed,5/1/2009
NCT00568334,,Study of Two Formulations of GSK Biologicals' Varicella Vaccine,https://www.clinicaltrials.gov/ct2/show/NCT00568334,Phase 2,Completed,4/29/2008
NCT00569699,,Phase II Trial of Combination Therapy With Bevacizumab and S-1 in Elderly Patients With Unresectable or Recurrent Colorectal Cancer (BASIC),https://www.clinicaltrials.gov/ct2/show/NCT00569699,Phase 2,Completed,3/1/2011
NCT00581685,,Does Optimal Control of Pre-operative Chronic and Acute Pain Predict Improved Function After Orthopedic Surgery?,https://www.clinicaltrials.gov/ct2/show/NCT00581685,Phase 3,Completed,6/1/2010
